ID_Pelicula,titulo,año,genero,director,popularidad
36642,Hills of Home,1948,Adventure,Fred M. Wilcox,6.174
36643,The Reluctant Dragon,1941,Animation,"Alfred L. Werker, Hamilton Luske",11.978
36644,Bring It on Again,2004,Comedy,Damon Santostefano,0.68
36646,Skenbart - en film om tåg,2003,Thriller,Peter Dalle,3.688
36647,An Inconvenient Truth,2006,Documentary,Davis Guggenheim,10.657
36649,Agonija,1981,Drama,Elem Klimov,1.4
36651,Yoru no onnatachi,1948,Drama,Kenji Mizoguchi,2.904
36652,La banda Vallanzasca,1977,Drama,Mario Bianchi,0.96
36653,Provincia violenta,1978,Crime,Mario Bianchi,3.28
36655,The Prestige,2006,Fantasy,Christopher Nolan,40.167
36656,Flushed Away,2006,Animation,"David Bowers, Sam Fell",20.011
36657,Eragon,2006,Fantasy,Stefen Fangmeier,15.284
36658,Efter brylluppet,2006,Drama,Susanne Bier,8.233
36660,Agent Cody Banks 2: Destination London,2004,Comedy,Kevin Allen,13.87
36661,Casino Royale,2006,Spy,Martin Campbell,29.698
36662,The Marksman,2005,Action,Marcus Adams,8.789
36663,Amic/Amat,1999,Drama,Ventura Pons,2.702
36664,Valami Amerika,2002,Comedy,Gábor Herendi,2.355
36665,Interview with the Assassin,2002,Drama,Neil Burger,4.862
36668,Mourning Becomes Electra,1947,Drama,Dudley Nichols,5.307
36670,The Land Before Time X: The Great Longneck Migration,2003,Animation,Charles Grosvenor,10.852
36671,Midnight Temptations 2,1997,Drama,Rob Spera,1.4
36674,Lost Treasure,2003,Action,Jim Wynorski,13.776
36675,Generation X,1996,Action,Jack Sholder,4.453
36677,The Dust Factory,2004,Drama,Eric Small,6.719
36678,Desires of Innocence,1997,Thriller,Eric Gibson,0.6
36679,Apocalypto,2006,Adventure,Mel Gibson,19.347
36680,Direktøren for det hele,2006,Comedy,Lars von Trier,9.484
36681,L'aria salata,2006,Drama,Alessandro Angelini,3.07
36682,Dream a Little Dream,1989,Comedy,Marc Rocco,12.01
36683,The Madam's Family: The Truth About the Canal Street Brothel,2004,Comedy,Ron Lagomarsino,1.158
36684,River Street,1996,Drama,Tony Mahood,7.748
36685,Human Desires,1997,Thriller,Ellen Earnshaw,5.24
36686,The Pursuit of Happiness,2006,Drama,Gabriele Muccino,3.64
36687,Rocky Balboa,2006,Drama,Sylvester Stallone,21.602
36688,Elsa y Fred,2005,Comedy,Marcos Carnevale,3.772
36689,Felix 2 - Der Hase und die verflixte Zeitmaschine,2006,Animation,Giuseppe Maurizio Laganà,2.813
36690,Unaccompanied Minors,2006,Comedy,Paul Feig,11.28
36691,What Makes a Family,2001,Drama,Maggie Greenwald,6.842
36692,Centerfold,1996,Thriller,Kelley Cauthen,3.53
36694,Combat d'amour en songe,2000,Drama,Raoul Ruiz,4.222
36695,La science des rêves,2006,Comedy,Michel Gondry,14.907
36696,La strada di Levi,2006,Documentary,Davide Ferrario,1.004
36697,The Guardian,2006,Action,Andrew Davis,16.781
36698,Manuale d'amore 2 (Capitoli successivi),2007,Comedy,Giovanni Veronesi,11.906
36699,Blood Diamond,2006,Adventure,Edward Zwick,18.453
36700,Dreamgirls,2006,Musical,Bill Condon,20.097
36701,Step Up,2006,Musical,Anne Fletcher,17.594
36702,Invincible,2006,Biography,Ericson Core,19.222
36703,Love + Hate,2005,Drama,Dominic Savage,4.1
36704,Un amore su misura,2006,Comedy,Renato Pozzetto,1.4
36705,Bare Deception,2000,Thriller,Eric Gibson,1.616
36707,Sueño,2005,Comedy,Renee Chabria,6.524
36709,The Last King of Scotland,2006,Biography,Kevin Macdonald,13.782
36710,Letters from Iwo Jima,2006,War,Clint Eastwood,15.071
36711,The Good Shepherd,2006,Drama,Robert De Niro,13.747
36712,Ratatouille,2007,Animation,"Brad Bird, Jan Pinkava",30.396
36713,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhs,2006,Grotesque,Larry Charles,16.025
36714,Spider-Man 3,2007,Super-hero,Sam Raimi,32.454
36715,The Good German,2006,Spy,Steven Soderbergh,11.161
36716,La cena per farli conoscere,2006,Comedy,Pupi Avati,6.151
36717,Alpha Dog,2006,Drama,Nick Cassavetes,12.464
36719,The Night Listener,2006,Thriller,Patrick Stettner,9.025
36720,Night at the Museum,2006,Comedy,Shawn Levy,23.564
36721,Miss Potter,2006,Biography,Chris Noonan,14.47
36722,Thrill of the Kill,2006,Thriller,Richard Roy,4.029
36724,Mi fido di te,2006,Comedy,Massimo Venier,6.496
36727,Rocket Man,1997,Comedy,Stuart Gillard,1.4
36729,Hannibal Rising,2007,Thriller,Peter Webber,3.279
36730,Tenacious D in: The Pick of Destiny,2006,Comedy,Liam Lynch,16.666
36732,The Holiday,2006,Comedy,Nancy Meyers,16.068
36733,Breaking and Entering,2006,Drama,Anthony Minghella,9.794
36734,The Buddy Holly Story,1978,Biography,Steve Rash,8.697
36736,Notte prima degli esami. Oggi,2007,Comedy,Fausto Brizzi,16.268
36737,The Covenant,2006,Horror,Renny Harlin,17.268
36739,Apnea,2006,Drama,Roberto Dordit,0.731
36740,Da do da,1994,Comedy,Nico Cirasola,0.6
36742,Saturno contro,2007,Drama,Ferzan Özpetek,8.894
36743,Notes on a Scandal,2006,Drama,Richard Eyre,11.041
36744,Barnyard,2006,Animation,Steve Oedekerk,13.665
36745,Music and Lyrics,2007,Comedy,Marc Lawrence II,16.084
36746,Intimate Nights,1998,Thriller,Jay Madison,0.736
36750,Santa Fe Trail,1940,Western,Michael Curtiz,4.228
36751,Benilde ou a Virgem Mãe,1975,Drama,Manoel de Oliveira,2.313
36753,Les chevaliers du ciel,2005,Action,Gérard Pirès,7.883
36754,Evil Aliens,2005,Fantasy,Jake West,8.776
36757,The Last American Hero,1973,Drama,Lamont Johnson,4.498
36758,Uno su due,2006,Drama,Eugenio Cappuccio,2.009
36759,Running with Scissors,2006,Comedy,Ryan Murphy,13.692
36760,Illicit Lovers,2000,Comedy,Jay Madison,5.762
36761,Sub Zero,2005,Action,Jim Wynorski,4.178
36763,Soul Plane,2004,Comedy,Jessy Terrero,13.797
36764,Hercules,2005,Adventure,Roger Young,32.231
36765,Black Point,2001,Action,David Mackay,2.708
36766,Charlotte's Web,2006,Comedy,Gary Winick,15.771
36767,Rosso come il cielo,2005,Drama,Cristiano Bortone,3.162
36768,In memoria di me,2006,Drama,Saverio Costanzo,1.849
36769,Ho voglia di te,2006,Comedy,Luis Prieto,7.864
36770,A Guide to Recognizing Your Saints,2006,Drama,Dito Montiel,11.691
36771,Saw III,2006,Horror,Darren Lynn Bousman,22.555
36772,Runaway Virus,2000,Drama,Jeff Bleckner,3.415
36774,Dagli archivi della polizia criminale,1973,Crime,Paolo Lombardo,1.12
36775,Subway Stories: Tales from the Underground,1997,Drama,"Jonathan Demme, Abel Ferrara, Patricia Benoit, Lucas Platt, Seth Zvi Rosenfeld",3.253
36776,La polizia sta a guardare,1973,Crime,Roberto Infascelli,2.038
36777,Empire Falls,2005,Drama,Fred Schepisi,0
36782,Death of a President,2006,Drama,Gabriel Range,6.951
36783,The Ice Harvest,2005,Comedy,Harold Ramis,12.435
36784,Lezioni di volo,2007,Drama,Francesca Archibugi,3.181
36785,Rush of Fear,2003,Drama,Walter Klenhard,1.4
36786,Ghost Rider,2007,Action,Mark Steven Johnson,21.101
36787,Astérix et les Vikings,2006,Animation,"Stephan Fjeldmark, Jesper Moller",14.441
36790,Shijie,2004,Drama,Jia Zhang-ke,3.08
36791,Il 7 e l'8,2007,Comedy,"Giambattista Avellino, Salvo Ficarra, Valentino Picone",7.538
36792,Aliens of the Deep,2005,Documentary,James Cameron,4.974
36793,Mio Mao,1970,Drama,Nicolò Ferrari,1.09
36796,Bordertown,2007,Drama,Gregory Nava,17.223
36797,Because I Said So,2007,Comedy,Michael Lehmann,13.287
36798,Norbit,2007,Comedy,Brian Robbins,20.964
36799,Sanxia haoren,2006,Drama,Jia Zhang-ke,6.511
36800,The Hottest State,2006,Drama,Ethan Hawke,7.383
36801,300,2006,Mythology,Zack Snyder,22.551
36802,Kyua,1997,Thriller,Kiyoshi Kurosawa,14.812
36803,Uchu daikaijû dogora,1964,Horror,Ishirô Honda,4.864
36804,Liscio,2006,Comedy,Claudio Antonini,0.6
36805,El ratón pérez,2007,Animation,Juan Pablo Buscarini,3.734
36806,La masseria delle allodole,2007,Drama,"Paolo Taviani, Vittorio Taviani",5.25
36807,Il lupo,2007,Drama,Stefano Calvagna,1.4
36810,Virtual Storm,2000,Fantasy,Terry Cunningham,3.482
36812,Estratto dagli archivi segreti della polizia di una capitale europea,1972,Horror,Robert Hampton (Riccardo Freda),2.874
36815,Goodbye Bafana,2007,Drama,Bille August,9.361
36816,Centochiodi,2007,Drama,Ermanno Olmi,4.036
36817,Maradona - La mano de Dios,2007,Biography,Marco Risi,4.146
36818,Stay Alive,2006,Horror,William Brent Bell,10.849
36819,Bridge to Terabithia,2007,Fantasy,Gabor Csupo,14.399
36826,Shooter,2007,Action,Antoine Fuqua,16.975
36827,La raison du plus faible,2006,Noir,Lucas Belvaux,2.629
36828,Total Khéops,2002,Noir,Alain Bévérini,0.6
36829,Il segreto di Thomas,2002,Drama,Giacomo Battiato,3.187
36830,The Reaping,2007,Horror,Stephen Hopkins,13.964
36831,The Illusionist,2006,Drama,Neil Burger,16.553
36832,Molière,2006,Comedy,Laurent Tirard,7.185
36833,Mr. Bean's Holiday,2007,Comedy,Steve Bendelack,17.316
36834,Das Leben der Anderen,2006,Drama,Florian Henckel von Donnersmarck,17.825
36835,Made Men,1999,Action,Louis Morneau,3.157
36837,Tutte le donne della mia vita,2006,Comedy,Simona Izzo,4.561
36838,Selon Charlie,2005,Drama,Nicole Garcia,3.323
36839,Drabet,2005,Drama,Per Fly,4.807
36841,Nero bifamiliare,2007,Comedy,Federico Zampaglione,2.041
36843,Perfect Stranger,2007,Thriller,James Foley,17.195
36844,Last Minute Marocco,2007,Comedy,Francesco Falaschi,5.001
36846,Goya's Ghosts,2006,Biography,Milos Forman,14.237
36848,Bosque de sombras,2006,Thriller,Koldo Serra,5.592
36849,Chek law dak gung,2006,Action,Siu-Tung Ching,2.817
36850,A Little Trip to Heaven,2006,Thriller,Baltasar Kormákur,9.514
36851,7 km da Gerusalemme,2006,Drama,Claudio Malaponti,1.656
36852,Un couple épatant,2002,Comedy,Lucas Belvaux,3.664
36853,Les marins perdus,2003,Drama,Claire Devers,2.069
36855,Mistress of Seduction,1998,Thriller,Ellyn Michaels,0.907
36856,Dare mo shiranai,2004,Drama,Hirokazu Koreeda,13.773
36858,Cavale,2002,Thriller,Lucas Belvaux,1.685
36859,Une affaire privée,2002,Noir,Guillaume Nicloux,2.622
36860,Clover Bend,2001,Drama,Michael Vickerman,2.85
36861,Mio fratello è figlio unico,2007,Comedy,Daniele Luchetti,6.51
36862,Wild Hogs,2007,Comedy,Walt Becker,15.95
36863,Il mio Paese,2006,Documentary,Daniele Vicari,0.6
36864,The Number 23,2007,Thriller,Joel Schumacher,14.495
36865,Dead of Night,1972,Horror,Bob Clark,9.036
36866,Salvador (Puig Antich),2006,Drama,Manuel Huerga,4.476
36867,Marlene de Sousa,2004,Drama,Tonino De Bernardi,0.6
36868,The Marine,2006,Action,John Bonito,18.945
36870,Thompson 1880,1966,Western,Guido Zurli,0.662
36871,...e venne il tempo di uccidere,1968,Western,Enzo Dell'Aquila,1.4
36872,"La mano nera - prima della mafia, più della mafia",1973,Crime,Antonio Racioppi,1.438
36873,Il poliziotto è marcio,1974,Crime,Fernando Di Leo,2.346
36874,"In nome del padre, del figlio e della Colt",1975,Western,Mario Bianchi,1.4
36876,Fascination,2004,Thriller,Klaus Menzel,5.701
36877,In campagna è caduta una stella,1939,Comedy,Eduardo De Filippo,1.377
36878,Dawn Anna,2005,Drama,Arliss Howard,3.474
36880,Voce del verbo amore,2007,Comedy,Andrea Manni,2.641
36881,The Bridge,2007,Documentary,Eric Steel,7.846
36882,Ils,2006,Thriller,"David Moreau, Xavier Palud",9.272
36883,Epic Movie,2007,Comedy,"Jason Friedberg, Aaron Seltzer",13.384
36884,Après la vie,2002,Drama,Lucas Belvaux,1.707
36886,Not in This Town,1997,Drama,Donald Wrye,5.663
36887,News from Home/News from House,2005,Documentary,Amos Gitai,1.35
36889,A Guy Named Joe,1943,Comedy,Victor Fleming,4.394
36893,Quatre étoiles,2006,Comedy,Christian Vincent,4.559
36895,Vier Minuten,2006,Drama,Chris Kraus,5.919
36896,Ghost Son,2005,Thriller,Lamberto Bava,3.164
36897,La môme,2007,Biography,Olivier Dahan,15.123
36898,Irresistible,2006,Drama,Ann Turner,28.257
36899,Man of the Year,2006,Comedy,Barry Levinson,10.106
36900,Notturno bus,2007,Comedy,Davide Marengo,4.376
36901,The Hills Have Eyes II,2007,Horror,Martin Weisz,15.25
36902,Breach,2007,Spy,Billy Ray,13.448
36903,"Io, l'altro",2006,Drama,Mohsen Melliti,0.876
36904,Zodiac,2007,Thriller,David Fincher,27.869
36905,Prey,2007,Drama,Darrell Roodt,11.241
36906,The Cheetah Girls,2003,Comedy,Oz Scott,14.66
36907,The Untold,2003,Thriller,Jonas Quastel,7.293
36908,In Her Mother's Footsteps,2006,Thriller,Fahrad Mann,3.504
36909,Il processo di Santa Teresa del Bambino Gesù,1967,History,Vittorio Cottafavi,0.658
36912,Music for Madame,1937,Comedy,John G. Blystone,1.1
36913,Riri Shushu No Subete,2001,Drama,Shunji Iwai,12.795
36915,Jesus Camp,2006,Documentary,"Rachel Grady, Heidi Ewing",10.272
36916,Akumu tantei,2006,Thriller,Shinya Tsukamoto,3.409
36918,100 Days in the Jungle,2002,Drama,Sturla Gunnarsson,0.767
36921,Pirates of the Caribbean: At World's End,2007,Adventure,Gore Verbinski,28.864
36922,Man cheng jin dai huang jin jia,2006,Drama,Zhang Yimou,15.641
36923,The History Boys,2006,Drama,Nicholas Hytner,9.242
36924,Breakfast on Pluto,2005,Comedy,Neil Jordan,10.264
36925,Come l'ombra,2006,Drama,Marina Spada,1.383
36926,Prinzessin macht blau,2004,Comedy,Oliver Schmitz,2.66
36927,Ossessione fatale,1991,Drama,Joe D'Amato (Aristide Massaccesi),1.355
36928,Legacy of Fear,2006,Thriller,Don Terry,3.884
36930,No Country for Old Men,2007,Drama,"Ethan Coen, Joel Coen",23.943
36931,Grindhouse. Death Proof,2007,Thriller,Quentin Tarantino,15.718
36932,We Own the Night,2007,Crime,James Gray,12.929
36933,Paranoid Park,2007,Drama,Gus Van Sant,9.204
36934,AD project,2006,Fantasy,Eros Puglielli,1.319
36935,Luz silenciosa,2007,Drama,Carlos Reygadas,3.795
36936,Le scaphandre et le papillon,2007,Drama,Julian Schnabel,17.511
36937,Strandvaskaren,2004,Horror,Mikael Håfström,4.124
36938,Les chansons d'amour,2007,Comedy,Christophe Honoré,8.446
36939,Une vieille maÎtresse,2007,Drama,Catherine Breillat,9.334
36940,Patrick,1979,Horror,Richard Franklin,8.177
36941,Promise Me This,2007,Comedy,Emir Kusturica,7.91
36942,Quando c'era lui... caro lei,1978,Comedy,Giancarlo Santi,1.554
36943,Persepolis,2007,Animation,"Marjane Satrapi, Vincent Paronnaud",11.9
36947,Import Export,2007,Drama,Ulrich Seidl,5.087
36948,Auf der anderen Seite,2007,Drama,Fatih Akin,9.571
36949,The Man from London,2007,Drama,Béla Tarr,3.613
36952,Aleksandra,2007,Drama,Aleksandr Sokurov,1.254
36953,Love letter,1995,Drama,Shunji Iwai,5.348
36954,Izgnanie,2007,Drama,Andrej Zvyagintsev,5.765
36957,Soom,2007,Drama,Kim Ki-duk,0.89
36958,Milyang,2007,Drama,Chang-dong Lee,7.756
36959,My Blueberry Nights,2007,Romantic,Wong Kar-wai,12.427
36960,Mogari no mori,2007,Drama,Naomi Kawase,3.582
36961,Loser Love,1999,Thriller,Jean-Marc Vallée,2.216
36962,L'âge des ténèbres,2007,Comedy,Denys Arcand,3.902
36963,Sicko,2007,Documentary,Michael Moore,12.623
36964,Ocean's Thirteen,2007,Action,Steven Soderbergh,24.192
36966,Boarding Gate,2007,Thriller,Olivier Assayas,5.979
36967,Go Go Tales,2007,Grotesque,Abel Ferrara,6.987
36971,Boxes,2007,Drama,Jane Birkin,5.709
36975,The 11th Hour,2007,Documentary,"Nadia Conners, Leila Conners Petersen",8.403
36977,The Challenge,2003,Comedy,Craig Shapiro,11.112
36978,Allein unter Töchtern,2009,Comedy,Oliver Schmitz,1.4
36979,Confessions of a Teenage Drama Queen,2004,Comedy,Sara Sugarman,13.641
36980,If Only,2004,Thriller,Gil Junger,11.413
36981,"Jane Doe: Yes, I Remember It Well",2006,Thriller,Armand Mastroianni,2.369
36982,Oliver Cromwell - Ritratto di un dittatore,1969,Biography,Vittorio Cottafavi,1.127
36985,Shade,2003,Thriller,Damian Nieman,11.028
36986,Spartacus,2004,Drama,Robert Dornhelm,14.93
36988,Jenifer,2005,Horror,Dario Argento,5.099
36989,Die Pferdeinsel,2006,Romantic,Josh Broecker,1.158
36990,Ein Zwilling ist nicht genug,2004,Comedy,Brigitte Müller,1.456
36991,Rosamunde Pilcher - Federn im Wind,2004,Comedy,Michael Faust,0.6
36993,The Namesake,2006,Drama,Mira Nair,10.254
36994,The Darwin Awards,2006,Comedy,Finn Taylor,11.837
36995,Cardiofitness,2006,Comedy,Fabio Tagliavia,1.311
36996,Turistas,2006,Horror,John Stockwell,13.492
36997,The Ugly Duckling and Me!,2006,Animation,Michael Hegner,6.226
36998,The U.S. vs. John Lennon,2006,Documentary,"David Leaf, John Scheinfeld",6.836
37006,Deer Woman,2005,Horror,John Landis,5.496
37007,Scream of the Ants,2006,Drama,Mohsen Makhmalbaf,1.766
37008,Asylum,2005,Drama,David Mackenzie,23.528
37012,Just Desserts,2004,Comedy,Kevin Connor,4.482
37013,Solange es dich gibt,2004,Romantic,Dieter Kehler,1.4
37014,Teenage Caveman,2002,Fantasy,Larry Clark,7.507
37017,Terry,2005,Drama,Don McBrearty,9.681
37018,Jane Doe: Ties That Bind,2007,Thriller,James A. Contner,3.545
37020,Gunman in the Street,1950,Noir,Frank Tuttle,3.143
37021,Poison,1990,Drama,Todd Haynes,12.267
37024,Why We Fight,2005,Documentary,Eugene Jarecki,9.007
37026,A Good Night To Die,2003,Action,Craig Singer,2.163
37027,Fathers & Sons,1992,Thriller,Paul Mones,6.612
37028,Cámara oscura,2003,Horror,Pau Freixas,4.287
37030,Fallen,2006,Fantasy,Mikael Salomon,55.444
37031,Swoon,1992,Biography,Tom Kalin,3.88
37032,La corta notte delle bambole di vetro,1972,Horror,Aldo Lado,5.885
37035,Snowboarder,2003,Drama,Olias Barco,1.681
37036,Paranoid,2000,Thriller,John Duigan,7.129
37037,Rottweiler,2004,Horror,Brian Yuzna,5.818
37039,Non prendere impegni stasera,2006,Comedy,Gianluca Maria Tavarelli,3.177
37040,Guido che sfidò le Brigate Rosse,2006,Drama,Giuseppe Ferrara,0.6
37041,4: Rise of the Silver Surfer,2007,Super-hero,Tim Story,22.096
37043,Copying Beethoven,2006,Drama,Agnieszka Holland,12.634
37044,Il sole nero,2007,Drama,Krzysztof Zanussi,2.138
37045,Le plus beau jour de ma vie,2004,Comedy,Julie Lipinski,2.618
37046,Blind Dating,2005,Comedy,James Keach,8.735
37047,Hostel: Part II,2007,Horror,Eli Roth,16.92
37048,L'uomo di vetro,2006,Drama,Stefano Incerti,1.625
37049,Unna ja Nuuk,2006,Adventure,Saara Cantell,1.4
37050,The Long Shot,2004,Drama,Georg Stanford Brown,3.49
37051,Mermaid Chronicles Part 1: She Creature,2001,Fantasy,Sebastian Gutierrez,9.719
37052,Harsh Times,2005,Thriller,David Ayer,13.471
37053,Meet the Robinsons,2007,Animation,Stephen J. Anderson,20.388
37054,Tuya de hun shi,2006,Drama,Wang Quanan,3.481
37060,Lucky You,2007,Comedy,Curtis Hanson,12.908
37061,XXY,2007,Drama,Lucía Puenzo,10.018
37063,Alatriste,2006,Adventure,Agustín Díaz Yanes,7.835
37064,Hors de prix,2006,Comedy,Pierre Salvadori,10.786
37065,John Carpenter's Cigarette Burns,2005,Horror,John Carpenter,5.999
37066,American Pie Presents Band Camp,2005,Comedy,Steve Rash,17.699
37067,Love Rules,2004,Comedy,Steven Robman,2.769
37071,Crimes of Fashion,2004,Comedy,Stuart Gillard,6.436
37072,Category 7: The End of the World,2005,Action,Dick Lowry,7.33
37074,Das Weib des Pharao,1921,Drama,Ernst Lubitsch,2.166
37075,Sumurun,1920,Drama,Ernst Lubitsch,2.429
37076,Miracle Dogs,2003,Drama,Craig Clyde,4.945
37077,Rosamunde Pilcher - Vermächtnis der Liebe,2005,Comedy,Dieter Kehler,0.6
37078,Transformers,2007,Action,Michael Bay,28.744
37079,The Messengers,2007,Horror,"Danny Pang, Oxide Pang Chun",15.144
37080,Sehnsucht,2006,Drama,Valeska Grisebach,3.247
37081,Flyboys,2006,War,Tony Bill,12.725
37082,Reach the Rock,1998,Comedy,William Ryan,3.458
37083,Tears in the Rain,1988,Drama,Don Sharp,2.916
37084,Cake,2005,Comedy,Nisha Ganatra,20.702
37085,Forbidden,1984,Drama,Anthony Page,26.575
37088,Dr. Dolittle 3,2006,Comedy,Rich Thorne,13.74
37091,I lunghi capelli della morte,1964,Horror,Antonio Margheriti,2.687
37093,Le trio Infernal,1974,Noir,Francis Girod,4.087
37094,Les témoins,2006,Drama,André Téchiné,5.839
37095,Primeval,2007,Horror,Michael Katleman,9.404
37096,Catacombs,2007,Horror,Tomm Coker,9.124
37097,Stomp the Yard,2007,Drama,Sylvain White,11.487
37098,Agente matrimoniale,2006,Comedy,Christian Bisceglia,0.75
37099,Confetti,2006,Comedy,Debbie Isitt,9.194
37100,Shark Bait,2006,Animation,"Howard E. Baker, John Fox",14.209
37101,TMNT,2007,Animation,Kevin Munroe,14.408
37103,Haunting Sarah,2005,Thriller,Ralph Hemecker,4.141
37104,Svein og Rotta,2006,Comedy,Magnus Martens,1.714
37105,Trois 2: Pandora's Box,2002,Thriller,Rob Hardy,5.596
37106,"Percy, Buffalo Bill och jag",2005,Adventure,Anders Gustafsson,1.781
37108,Ein Koala-Bär allein zu Haus,2005,Comedy,Uwe Janson,1.346
37110,Das Total verrückte Wunderauto,2006,Comedy,Michael Karen,2.439
37113,Harry Potter and the Order of the Phoenix,2007,Fantasy,David Yates,43.92
37114,Ne touchez pas la hache,2007,Drama,Jacques Rivette,3.115
37115,Black Christmas,2006,Horror,Glen Morgan,13.463
37116,The Lookout,2007,Thriller,Scott Frank,14.122
37117,Tempelridderness,2005,Adventure,Kasper Barfoed,13.808
37118,Aideista parhain,2005,Drama,Klaus Härö,2.639
37119,Die wilden Hühner,2006,Comedy,Vivian Naefe,5.4
37121,Mondscheinkinder,2006,Drama,Manuela Stacke,1.644
37122,Einmal so wie ich will,2006,Drama,Vivian Naefe,0.601
37123,Het paard van sinterklaas,2005,Drama,Mischa Kamp,3.064
37124,Viva Cuba,2005,Drama,"Juan Carlos Cremata Malberti, Iraida Malberti Cabrera",4.724
37125,Mein Bruder ist ein Hund,2004,Comedy,Peter Timm,1.326
37126,Drømmen,2005,Drama,Niels Arden Oplev,5.58
37127,Dreamland,2006,Drama,Jason Matzer,10.954
37129,Nachalo nevedomogo veka,1967,Drama,"Andrej Smirnov, Larisa Shepitko",2.718
37134,Huo Yuanjia,2006,Action,Ronny Yu,17.149
37135,Vacancy,2007,Thriller,Nimród Antal,11.998
37136,John Tucker Must Die,2006,Comedy,Betty Thomas,16.853
37137,La gran final,2006,Comedy,Gerardo Olivares,1.48
37138,Smokin' Aces,2006,Action,Joe Carnahan,22.284
37139,Comme tout le monde,2006,Comedy,Pierre-Paul Renders,1.4
37140,Brick,2005,Noir,Rian Johnson,12.374
37141,Endlich Urlaub!,2005,Comedy,Jan Ruzicka,0.908
37142,The Third Wish,2005,Comedy,Shelley Jensen,3.635
37146,Flicka,2006,Comedy,Michael Mayer,12.774
37147,Crank,2006,Action,"Mark Neveldine, Brian Taylor",20.662
37148,Die Nacht der lebenden Loser,2004,Comedy,Mathias Dinter,6.301
37149,Solometro,2007,Comedy,Marco Cucurnia,1.7
37151,Il padrone e l'operaio,1975,Comedy,Steno,1.4
37152,Die Braut von der Tankstelle,2005,Comedy,Josh Broecker,1.4
37153,Disturbia,2007,Thriller,D.J. Caruso,17.516
37157,Auf den Spüren der Vergangenheit,2004,Romantic,Sharon von Wietersheim,0.664
37158,Maria Zef,1981,Drama,Vittorio Cottafavi,0.665
37161,La naissance de l'amour,1993,Drama,Philippe Garrel,3.694
37162,Scarabea - wieviel Erde braucht der Mensch?,1969,Drama,Hans-Jürgen Syberberg,0.657
37164,The Lost Skeleton of Cadavra,2001,Fantasy,Larry Blamire,5.547
37165,Bill & Ted's Excellent Adventure,1989,Fantasy,Stephen Herek,24.728
37167,Stunt Rock,1978,Comedy,Brian Trechard-Smith,2.937
37168,Red Alert,1977,Drama,Billy Hale,1.758
37169,Black Christmas,1974,Thriller,Bob Clark,13.463
37170,Ruby,1977,Thriller,Curtis Harrington,15.604
37171,Little Murders,1971,Comedy,Alan Arkin,4.95
37172,Day of the Woman,1978,Drama,Meir Zarchi,12.088
37173,We Are the Lambeth Boys,1958,Documentary,Karel Reisz,2.47
37174,That's Entertainment! III,1994,Documentary,"Bud Friedgen, Michael J. Sheridan",7.803
37175,Das Zimmermädchen und der Millionär,2006,Comedy,Andreas Senn,1.582
37176,Brautpaar auf Probe,2005,Drama,Ben Verbong,1.4
37177,Gila and Rik,1987,Comedy,Enzo Doria,0.6
37178,Idiocracy,2006,Comedy,Mike Judge,19.284
37179,Havoc,2005,Drama,Barbara Kopple,11.875
37180,Material Girls,2006,Comedy,Martha Coolidge,12.502
37181,Are We Done Yet?,2007,Comedy,Steve Carr,13.261
37182,Keeping Up with the Steins,2006,Comedy,Scott Marshall,6.201
37183,Tom yum goong,2005,Action,Prachya Pinkaew,14.001
37190,Feed,2005,Thriller,Brett Leonard,9.257
37191,Nancy Drew,2007,Comedy,Andrew Fleming,12.909
37192,Hot Rod,2007,Comedy,Akiva Schaffer,14.206
37193,Firehouse Dog,2007,Comedy,Todd Holland,13.727
37194,Torn Apart,2004,Thriller,Stuart Alexander,4.13
37195,Maid of Honor,2006,Thriller,Douglas Jackson,4.33
37196,Jaguar Lives!,1979,Action,Ernest Pintoff,5.865
37197,Killer Weekend,2004,Drama,Fabien Pruvot,4.642
37198,Side by Side,1988,Comedy,Jack Bender,13.056
37199,Kubaner kussen besser,2005,Comedy,Thorsten Schmidt,0.679
37201,Sleep Murder,2004,Thriller,Andrew Currie,1.076
37202,Loin du Vietnam,1967,Drama,"Jean-Luc Godard, Joris Ivens, Agnés Varda, Alain Resnais, William Klein, Claude Lelouch",3.168
37203,"Dobro pozhalovat, ili postoronnim vkhod vospreshchyon",1964,Comedy,Elem Klimov,6.398
37204,I Think I Love My Wife,2007,Comedy,Chris Rock,12.8
37205,Arashi no yoru ni,2005,Animation,Gisaburo Sugii,0.6
37206,El Rey,2004,Drama,José Antonio Dorado,3.588
37207,Daddy Day Camp,2007,Comedy,Fred Savage,13.737
37208,The Invisible,2007,Drama,David S. Goyer,116.584
37210,The Goodbye Girl,2004,Comedy,Richard Benjamin,8.781
37212,Tom and Huck,1995,Adventure,Peter Hewitt,10.132
37214,Tre donne morali,2006,Comedy,Marcello Garofalo,1.176
37217,What's Happening?,1967,Documentary,Antonello Branca,0.6
37218,Sweet Sweet Marja,2007,Comedy,Paolo Vivaldi,2.056
37219,Blades of Glory,2007,Comedy,"Will Speck, Josh Gordon",14.007
37220,Wicked Little Things,2006,Horror,J.S. Cardone,9.978
37221,Open Water 2: Adrift,2006,Thriller,Hans Horn,11.897
37222,Cleópatra,2006,Biography,Júlio Bressane,15.369
